SOS_ID,ITEM_ID,SENT_ID,SENTENCE,sent_len,CONDITION,TARGET_WORD,SENT_COND
SR2a_50,50,199,"Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Le guardie gli trovarono un'arma addosso. Tuttavia, il passeggero fu arrestato come terrorista.",22,IMPLAUS_CONN,arrestato,SC3
SR3a_50,50,200,"Il passeggero stava facendo i controlli di sicurezza all'aeroporto. Non c'era nulla di sospetto. Tuttavia, il passeggero fu subito arrestato come terrorista.",22,PLAUS_CONN,arrestato,SC4
SR3a_51,51,201,Giulia era tornata dalla gita in montagna con il raffreddore. Prese dello sciroppo per la tosse. Si sentì subito meglio poco dopo.,22,PLAUS_NOCONN,meglio,SC1
SR4a_51,51,202,Giulia era tornata dalla montagna con il raffreddore. Non volle prendere lo sciroppo per la tosse. Si sentì subito meglio poco dopo.,22,IMPLAUS_NOCONN,meglio,SC2
SR1a_51,51,203,"Giulia era tornata dalla montagna con il raffreddore. Prese del forte sciroppo per la tosse. Tuttavia, si sentì subito meglio poco dopo.",22,IMPLAUS_CONN,meglio,SC3
SR2a_51,51,204,"Giulia era tornata dalla montagna con il raffreddore. Non volle prendere lo sciroppo per la tosse. Tuttavia, si sentì meglio poco dopo.",22,PLAUS_CONN,meglio,SC4
SR2a_52,52,205,Il dipendente aveva lavorato per l'azienda per molti anni. È stato sorpreso a fare uso di droghe. È stato licenziato dalla società.,22,PLAUS_NOCONN,licenziato,SC1
SR3a_52,52,206,Il dipendente aveva lavorato per l'azienda per molti anni. Aveva sempre fatto un buon lavoro per  loro. È stato licenziato dalla società.,22,IMPLAUS_NOCONN,licenziato,SC2
SR4a_52,52,207,"Il dipendente aveva lavorato per l'azienda per anni. È stato sorpreso a fare uso di droghe. Tuttavia, è stato licenziato dalla società.",22,IMPLAUS_CONN,licenziato,SC3
SR1a_52,52,208,"Il dipendente aveva lavorato per l'azienda per anni. Aveva sempre fatto un buon lavoro per  loro. Tuttavia, è stato licenziato dalla società.",22,PLAUS_CONN,licenziato,SC4
SR1a_53,53,209,Edoardo era un giovane e attraente cantante pop. Tutti scaricavano e ascoltavano la sua nuova canzone. Era stata un successo alla radio.,22,PLAUS_NOCONN,successo,SC1
SR2a_53,53,210,Edoardo era un giovane e attraente cantante pop. La sua nuova canzone non aveva molti download. Era stata un successo alla radio.,22,IMPLAUS_NOCONN,successo,SC2
SR3a_53,53,211,"Edoardo era un giovane e attraente cantante pop. Tutti scaricavano la sua orecchiabile nuova canzone. Tuttavia, era stata un successo alla radio.",22,IMPLAUS_CONN,successo,SC3
SR4a_53,53,212,"Edoardo era un giovane cantante pop. La sua nuova canzone non aveva molti download finora. Tuttavia, era stata un successo alla radio.",22,PLAUS_CONN,successo,SC4
SR4a_54,54,213,L'uomo era sulla cinquantina. La sua pelle era rugosa e spenta e aveva capelli grigi. Si vide decisamente molto vecchio guardandosi riflesso.,22,PLAUS_NOCONN,vecchio,SC1
SR1a_54,54,214,L'uomo era sulla cinquantina. La sua pelle era liscia e luminosa e aveva capelli folti. Si vide decisamente molto vecchio guardandosi riflesso.,22,IMPLAUS_NOCONN,vecchio,SC2
SR2a_54,54,215,"L'uomo era sulla cinquantina e sovrappeso. La sua pelle era molto rugosa e spenta. Tuttavia, si vide decisamente molto vecchio guardandosi riflesso.",22,IMPLAUS_CONN,vecchio,SC3
SR3a_54,54,216,"L'uomo era sulla cinquantina e sano. La sua pelle era molto liscia e luminosa. Tuttavia, si vide decisamente molto vecchio guardandosi riflesso.",22,PLAUS_CONN,vecchio,SC4
SR2a_56,56,221,Alice stava tornando a casa tardi dopo il lavoro. Uno sconosciuto la stava seguendo da vicino. Si era sentita nervosa nel tragitto.,22,PLAUS_NOCONN,nervosa,SC1
SR3a_56,56,222,Alice stava tornando a casa tardi dopo il lavoro. Il suo fidanzato era con lei. Si era sentita molto nervosa nel tragitto.,22,IMPLAUS_NOCONN,nervosa,SC2
SR4a_56,56,223,"Alice stava tornando a casa tardi dopo il lavoro. Uno sconosciuto la stava seguendo. Tuttavia, si era sentita molto nervosa nel tragitto.",22,IMPLAUS_CONN,nervosa,SC3
SR1a_56,56,224,"Alice stava tornando a casa tardi dopo il lavoro. Il suo fidanzato era con lei. Tuttavia, si era sentita nervosa nel tragitto.",22,PLAUS_CONN,nervosa,SC4
SR3a_59,59,233,Il condannato a morte ha impugnato il verdetto. C'erano nuove prove del DNA dimostranti la sua innocenza. È stato liberato subito dopo.,22,PLAUS_NOCONN,liberato,SC1
SR4a_59,59,234,Il condannato a morte ha impugnato il verdetto. Non erano emerse nuove prove dimostranti la sua innocenza. È stato liberato subito dopo.,22,IMPLAUS_NOCONN,liberato,SC2
SR1a_59,59,235,"Il condannato a morte ha impugnato il verdetto. C'erano nuove prove che dimostravano la sua innocenza. Tuttavia, è stato liberato subito dopo.",22,IMPLAUS_CONN,liberato,SC3
SR2a_59,59,236,"Il condannato a morte ha impugnato il verdetto. Non c'erano nuove prove dimostranti la sua innocenza. Tuttavia, è stato liberato subito dopo.",22,PLAUS_CONN,liberato,SC4
SR3a_63,63,249,Corinna beveva sempre un po' di caffè quando si alzava. Ne aveva bevuto troppo quella mattina. Era decisamente molto agitata durante l'incontro.,22,PLAUS_NOCONN,agitata,SC1
SR4a_63,63,250,Corinna beveva sempre un po' di caffè per svegliarsi la mattina. Non ne aveva bevuto quel giorno. Era molto agitata durante l'incontro.,22,IMPLAUS_NOCONN,agitata,SC2
SR1a_63,63,251,"Corinna beveva sempre un po' di caffè quando si alzava. Ne aveva bevuto troppo quella mattina. Tuttavia, era molto agitata durante l'incontro.",22,IMPLAUS_CONN,agitata,SC3
SR2a_63,63,252,"Corinna beveva sempre un po' di caffè quando si alzava. Non ne aveva bevuto quel giorno. Tuttavia, era molto agitata durante l'incontro.",22,PLAUS_CONN,agitata,SC4
SR2a_64,64,253,Marco si era alzato presto e si è preparato. Ha comunque perso il suo autobus per l'ufficio. Giunse in ritardo per l'incontro.,22,PLAUS_NOCONN,ritardo,SC1
SR3a_64,64,254,Marco si era alzato presto e si è preparato. Ha provato strenuamente a non perdere il bus. Giunse in ritardo per l'incontro.,22,IMPLAUS_NOCONN,ritardo,SC2
SR4a_64,64,255,"Marco si era alzato presto e si è preparato. Ha perso il suo autobus per l'ufficio. Tuttavia, giunse in ritardo per l'incontro.",22,IMPLAUS_CONN,ritardo,SC3
SR1a_64,64,256,"Marco si era alzato presto e si è preparato. Ha provato a non perdere il bus. Tuttavia, giunse in ritardo per l'incontro.",22,PLAUS_CONN,ritardo,SC4
SR1a_65,65,257,Giovanni stava facendo domanda per un lavoro presso una grande azienda. Non era qualificato per nessuna posizione. Era ormai disoccupato da anni.,22,PLAUS_NOCONN,disoccupato,SC1
SR2a_65,65,258,Giovanni stava facendo domanda per un lavoro presso una grande azienda. Aveva due lauree e ottime raccomandazioni. Era stato disoccupato da anni.,22,IMPLAUS_NOCONN,disoccupato,SC2
SR3a_65,65,259,"Giovanni stava facendo domanda per un lavoro a livello senior. Non era qualificato per nessuna posizione. Tuttavia, era ormai disoccupato da anni.",22,IMPLAUS_CONN,disoccupato,SC3
SR4a_65,65,260,"Giovanni stava facendo domanda per un nuovo lavoro presso un'azienda. Aveva due lauree e ottime raccomandazioni. Tuttavia, era ormai disoccupato da anni.",22,PLAUS_CONN,disoccupato,SC4
SR1a_69,69,273,Maria stava organizzando un party quella sera. Aveva pulito e lucidato la casa tutto il giorno. La casa era magnifica quella notte.,22,PLAUS_NOCONN,magnifica,SC1
SR2a_69,69,274,Maria stava organizzando un party. Era stata troppo occupata per pulire la casa prima della festa. La casa era magnifica quella notte.,22,IMPLAUS_NOCONN,magnifica,SC2
SR3a_69,69,275,"Maria stava organizzando un cocktail party. Aveva pulito e lucidato la casa tutto il giorno. Tuttavia, la casa era magnifica quella notte.",22,IMPLAUS_CONN,magnifica,SC3
SR4a_69,69,276,"Maria stava organizzando un cocktail party. Era troppo impegnata per pulire la casa in anticipo. Tuttavia, la casa era magnifica quella notte.",22,PLAUS_CONN,magnifica,SC4
SR4a_70,70,277,Giovanni ha inviato un articolo di ricerca a un giornale. I revisori hanno mandato recensioni positive. L'articolo è stato accettato sul giornale.,22,PLAUS_NOCONN,accettato,SC1
SR1a_70,70,278,Giovanni ha inviato un articolo di ricerca a un giornale. I revisori hanno mandato recensioni negative. L'articolo è stato accettato sul giornale.,22,IMPLAUS_NOCONN,accettato,SC2
SR2a_70,70,279,"Giovanni ha inviato un articolo di ricerca. Tutti i revisori hanno mandato recensioni molto positive. Tuttavia, l'articolo è stato accettato dal  giornale.",22,IMPLAUS_CONN,accettato,SC3
SR3a_70,70,280,"Giovanni ha inviato un articolo di ricerca. Tutti i revisori hanno mandato recensioni molto negative. Tuttavia, l'articolo è stato accettato dal  giornale.",22,PLAUS_CONN,accettato,SC4
SR2a_72,72,285,Giovanni era a prendere un caffè al bar. L'ha ordinato con zucchero e panna extra. Aveva un sapore troppo dolce per lui.,22,PLAUS_NOCONN,dolce,SC1
SR3a_72,72,286,Giovanni si era fermato a prendere un caffè al bar. L'ha ordinato nero senza zucchero. Aveva un sapore troppo dolce per lui.,22,IMPLAUS_NOCONN,dolce,SC2
SR4a_72,72,287,"Giovanni si era fermato a prendere un caffè al bar. L'ha ordinato con zucchero. Tuttavia, aveva un sapore troppo dolce per lui.",22,IMPLAUS_CONN,dolce,SC3
SR1a_72,72,288,"Giovanni era a prendere un caffè al bar. L'ha ordinato nero e senza zucchero. Tuttavia, aveva un sapore troppo dolce per lui.",22,PLAUS_CONN,dolce,SC4
SR1a_73,73,289,"L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era profonda con forti correnti. Dopo essersi immerso, è annegato quasi immediatamente.",22,PLAUS_NOCONN,annegato,SC1
SR2a_73,73,290,"L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era calma e poco profonda. Dopo essersi immerso, è annegato quasi immediatamente.",22,IMPLAUS_NOCONN,annegato,SC2
SR3a_73,73,291,"L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era profonda e agitata. Tuttavia, dopo essersi immerso, è annegato quasi immediatamente.",22,IMPLAUS_CONN,annegato,SC3
SR4a_73,73,292,"L'uomo stava cercando di attraversare a nuoto l'ampio fiume. L'acqua era calma e per niente profonda. Tuttavia, l'uomo è annegato quasi immediatamente.",22,PLAUS_CONN,annegato,SC4
SR3a_75,75,297,A Davide piaceva mettersi in mostra davanti ai suoi amici. Era sempre rumoroso e scortese con l'insegnante. È stato sospeso dal preside.,22,PLAUS_NOCONN,sospeso,SC1
SR4a_75,75,298,Davide portava rispetto ai suoi insegnanti e compagni di classe. Si è sempre comportato benissimo in classe. È stato sospeso dal preside.,22,IMPLAUS_NOCONN,sospeso,SC2
SR1a_75,75,299,"A Davide piaceva mettersi in mostra davanti ai suoi amici. Era rumoroso e scortese con l'insegnante. Tuttavia, è stato sospeso dal preside.",22,IMPLAUS_CONN,sospeso,SC3
SR2a_75,75,300,"Davide portava rispetto ai suoi insegnanti e compagni di classe. Si comportava sempre benissimo in classe. Tuttavia, è stato sospeso dal preside.",22,PLAUS_CONN,sospeso,SC4
SR4a_78,78,309,A Gianni era vietato guardare film violenti. Ha comunque guardato un film di sparatorie. I suoi genitori gli hanno proibito la televisione.,22,PLAUS_NOCONN,proibito,SC1
SR1a_78,78,310,A Gianni è stato vietato di guardare film violenti. Ha guardato un cartone animato. I suoi genitori gli hanno proibito la televisione.,22,IMPLAUS_NOCONN,proibito,SC2
SR2a_78,78,311,"A Gianni era vietato guardare film violenti. Ha guardato un film di sparatorie. Tuttavia, i suoi genitori gli hanno proibito la televisione.",22,IMPLAUS_CONN,proibito,SC3
SR3a_78,78,312,"A Gianni era vietato guardare film violenti. Ha guardato un film per bambini. Tuttavia, i suoi genitori gli hanno proibito la televisione.",22,PLAUS_CONN,proibito,SC4
SR3a_79,79,313,Giliana aveva la pelle molto chiara. Aveva dimenticato di usare la crema solare in spiaggia. Si è presa una scottatura lunedì scorso.,22,PLAUS_NOCONN,scottatura,SC1
SR4a_79,79,314,Giliana si abbronzava spesso al lido vicino. Aveva messo una forte crema solare in spiaggia. Si è presa una scottatura lunedì scorso.,22,IMPLAUS_NOCONN,scottatura,SC2
SR1a_79,79,315,"Giliana aveva la pelle molto chiara. Aveva accidentalmente dimenticato la crema solare a casa. Tuttavia, si è presa una scottatura lunedì scorso.",22,IMPLAUS_CONN,scottatura,SC3
SR2a_79,79,316,"Giliana si abbronzava spesso al lido vicino. Aveva messo la crema solare in spiaggia. Tuttavia, si è presa una scottatura lunedì scorso.",22,PLAUS_CONN,scottatura,SC4
SR2a_80,80,317,Il soldato era stato colpito al petto parecchie volte. Non c'era nessun medico nelle immediate vicinanze. Il soldato era morto in minuti.,22,PLAUS_NOCONN,morto,SC1
SR3a_80,80,318,Il soldato aveva ricevuto un colpo di striscio. Fu subito mandato da un medico molto esperto. Il soldato era morto in minuti.,22,IMPLAUS_NOCONN,morto,SC2
SR4a_80,80,319,"Il soldato era stato colpito al petto parecchie volte. Non c'era nessun medico nelle vicinanze. Tuttavia, il soldato era morto in minuti.",22,IMPLAUS_CONN,morto,SC3
SR1a_80,80,320,"Il soldato aveva ricevuto un colpo di striscio. Fu subito mandato da un medico esperto. Tuttavia, il soldato era morto in minuti.",22,PLAUS_CONN,morto,SC4
SR1b_01,81,321,Angela ha chiamato suo padre sul cellulare. Il segnale telefonico era molto instabile. La voce di suo padre era confusa e indistinta.,22,PLAUS_NOCONN,confusa,SC1
SR2b_01,81,322,Angela ha chiamato suo padre sul cellulare. Il segnale telefonico era molto buono. La voce di suo padre era confusa e indistinta.,22,IMPLAUS_NOCONN,confusa,SC2
SR3b_01,81,323,"Angela ha chiamato suo padre al telefono cellulare. Il segnale era pessimo. Tuttavia, la voce di suo padre era confusa e indistinta.",22,IMPLAUS_CONN,confusa,SC3
SR4b_01,81,324,"Angela ha chiamato suo padre al telefono cellulare. Il segnale era ottimo. Tuttavia, la voce di suo padre era confusa e indistinta.",22,PLAUS_CONN,confusa,SC4
SR4b_02,82,325,L'area era controllata dalla mafia. Il negoziante si è rifiutato di pagare il pizzo. Il suo negozio è stato attaccato una notte.,22,PLAUS_NOCONN,attaccato,SC1
SR1b_02,82,326,L'area era controllata dalla mafia. Il proprietario del negozio aveva sempre pagato il pizzo. Il suo negozio è stato attaccato una notte.,22,IMPLAUS_NOCONN,attaccato,SC2
SR2b_02,82,327,"La zona era controllata dalla mafia. Il proprietario del negozio non ha mai pagato. Tuttavia, il negozio è stato attaccato una notte.",22,IMPLAUS_CONN,attaccato,SC3
SR3b_02,82,328,"La zona era controllata dalla mafia. Il proprietario del negozio ha sempre pagato. Tuttavia, il suo negozio è stato attaccato una notte.",22,PLAUS_CONN,attaccato,SC4
SR3b_03,83,329,Fu scoperto che l'atleta assumeva steroidi vietati. Aveva una storia di abuso di droghe. Il Comitato Olimpico lo ha bandito per anni.,22,PLAUS_NOCONN,bandito,SC1
SR4b_03,83,330,Fu dimostrato che l'atleta non aveva assunto steroidi. I test mostrarono che era pulito. Il Comitato Olimpico lo ha bandito per anni.,22,IMPLAUS_NOCONN,bandito,SC2
SR1b_03,83,331,"Fu scoperto che l'atleta assumeva steroidi. Aveva una storia di abuso di droghe. Tuttavia, il Comitato Olimpico lo ha bandito per anni.",22,IMPLAUS_CONN,bandito,SC3
SR2b_03,83,332,"Fu dimostrato che l'atleta non assumeva steroidi. I test mostrarono che era pulito. Tuttavia, il Comitato Olimpico lo ha bandito per anni.",22,PLAUS_CONN,bandito,SC4
SR2b_04,84,333,L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer dell'università ha mostrato che si sbagliava. Era molto abbattuto per questo.,22,PLAUS_NOCONN,abbattuto,SC1
SR3b_04,84,334,L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer dell'università aveva confermato la sua ipotesi. Era molto abbattuto per questo.,22,IMPLAUS_NOCONN,abbattuto,SC2
SR4b_04,84,335,"L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer ha mostrato che si sbagliava. Tuttavia, era molto abbattuto per questo.",22,IMPLAUS_CONN,abbattuto,SC3
SR1b_04,84,336,"L'astronomo pensava di aver trovato un nuovo pianeta. L'analisi del computer aveva confermato la sua ipotesi. Tuttavia, era molto abbattuto per questo.",22,PLAUS_CONN,abbattuto,SC4
SR1b_05,85,337,Cominciarono a circolare voci sulla corruzione del governatore. Il procuratore federale minacciava di mandarlo in prigione. Il governatore si dimise dall'incarico immediatamente.,22,PLAUS_NOCONN,dimise,SC1
SR2b_05,85,338,Cominciarono a circolare voci sulla corruzione del governatore. Il procuratore federale dichiarò che l'uomo risultava innocente. Il governatore si dimise dall'incarico immediatamente.,22,IMPLAUS_NOCONN,dimise,SC2
SR3b_05,85,339,"Circolavano voci sulla corruzione del governatore. Il procuratore federale minacciava di mandarlo subito in prigione. Tuttavia, il governatore si dimise dall'incarico immediatamente.",22,IMPLAUS_CONN,dimise,SC3
SR4b_05,85,340,"Circolavano voci sulla corruzione del governatore. Il procuratore federale dichiarò che risultava innocente dalle indagini. Tuttavia, il governatore si dimise dall'incarico immediatamente.",22,PLAUS_CONN,dimise,SC4
SR4b_06,86,341,Laura ha messo la torta in forno a  temperatura alta. L'ha cotta per troppi minuti. La torta si è bruciata in forno.,22,PLAUS_NOCONN,bruciata,SC1
SR1b_06,86,342,Laura ha messo la torta in forno accuratamente.  Ha seguito la ricetta alla lettera. La torta si è tutta bruciata in forno.,22,IMPLAUS_NOCONN,bruciata,SC2
SR2b_06,86,343,"Laura ha messo la torta in forno accuratamente.  L'ha cotta per troppi minuti. Tuttavia, la torta si è tutta bruciata in forno.",22,IMPLAUS_CONN,bruciata,SC3
SR3b_06,86,344,"Laura ha messo la torta in forno accuratamente.  Ha seguito la ricetta alla lettera. Tuttavia, la torta si è bruciata in forno.",22,PLAUS_CONN,bruciata,SC4
SR3b_07,87,345,A Claudia piace suonare la batteria nel suo appartamento. Il suono è molto fastidioso per i vicini. Si sono lamentati con l'amministratore.,22,PLAUS_NOCONN,lamentati,SC1
SR4b_07,87,346,A Claudia piace suonare la batteria nel suo appartamento. I vicini adorano sentirla suonare. La scorsa settimana si sono lamentati con l'amministratore.,22,IMPLAUS_NOCONN,lamentati,SC2
SR1b_07,87,347,"A Claudia piace suonare la batteria nel suo appartamento. Il suono è fastidioso per i vicini. Tuttavia, si sono lamentati con l'amministratore.",22,IMPLAUS_CONN,lamentati,SC3
SR2b_07,87,348,"A Claudia piace suonare la batteria nel suo appartamento. I vicini adorano sentirla suonare ogni giorno. Tuttavia, si sono lamentati con l'amministratore.",22,PLAUS_CONN,lamentati,SC4
SR2b_08,88,349,Il ponte aveva più di cento anni. La fondazione era stata recentemente danneggiata. Gli ispettori statali l'hanno ritenuto poco sicuro per l'uso.,22,PLAUS_NOCONN,sicuro,SC1
SR3b_08,88,350,Il ponte aveva soltanto un paio d'anni. La fondazione era ben salda. Gli ispettori statali lo hanno ritenuto poco sicuro per l'uso.,22,IMPLAUS_NOCONN,sicuro,SC2
SR4b_08,88,351,"Il ponte aveva quasi cento anni. La fondazione era stata danneggiata. Tuttavia, gli ispettori statali lo hanno ritenuto poco sicuro per l'uso.",22,IMPLAUS_CONN,sicuro,SC3
SR1b_08,88,352,"Il ponte aveva soltanto un paio d'anni. La fondazione era solida. Tuttavia, gli ispettori statali lo hanno ritenuto poco sicuro per l'uso.",22,PLAUS_CONN,sicuro,SC4
SR1b_09,89,353,L'esaminatore di guida era un uomo severo. Era contento che Bernardo non avesse commesso errori durante l'esame. Bernardo ha superato il test.,22,PLAUS_NOCONN,superato,SC1
SR2b_09,89,354,L'esaminatore di guida era un uomo severo. Aveva notato che Bernardo aveva commesso diversi errori durante l'esame. Bernardo ha superato il test.,22,IMPLAUS_NOCONN,superato,SC2
SR3b_09,89,355,"L'esaminatore di guida era un uomo severo. Era contento che Bernardo non avesse commesso errori all'esame. Tuttavia, Bernardo ha superato il test.",22,IMPLAUS_CONN,superato,SC3
SR4b_09,89,356,"L'esaminatore di guida era un uomo severo. Aveva notato che Bernardo aveva commesso diversi errori all'esame. Tuttavia, Bernardo ha superato il test.",22,PLAUS_CONN,superato,SC4
SR3b_11,91,361,L'auto della polizia era parcheggiata in strada. Il rilevatore segnalò che un'auto stava andando troppo forte. Il poliziotto ha fermato immediatamente l'autista.,22,PLAUS_NOCONN,fermato,SC1
SR4b_11,91,362,L'auto della polizia era parcheggiata in strada. Il rivelatore segnalò che l'auto procedeva entro i limiti. Il poliziotto ha fermato immediatamente l'autista.,22,IMPLAUS_NOCONN,fermato,SC2
SR1b_11,91,363,"L'auto della polizia era parcheggiata in strada. Il rilevatore segnalò che un'auto procedeva troppo forte. Tuttavia, il poliziotto ha fermato immediatamente l'autista.",22,IMPLAUS_CONN,fermato,SC3
SR2b_11,91,364,"L'auto della polizia era parcheggiata in strada. Un'auto è passata rispettando il limite di velocità. Tuttavia, il poliziotto ha fermato immediatamente l'autista.",22,PLAUS_CONN,fermato,SC4
SR4b_14,94,373,L'uragano aveva colpito l'isola. Gli argini si ruppero improvvisamente per l'innalzamento del livello del mare. Le strade sono rimaste allagate per giorni.,22,PLAUS_NOCONN,allagate,SC1
SR1b_14,94,374,La forte tempesta tropicale aveva colpito l'isola. Gli argini erano stati in grado di contenere l'acqua. Le strade rimasero allagate per giorni.,22,IMPLAUS_NOCONN,allagate,SC2
SR2b_14,94,375,"L'uragano aveva colpito l'isola. Gli argini si ruppero improvvisamente per l'innalzamento del livello del mare. Tuttavia, le strade rimasero allagate per giorni.",22,IMPLAUS_CONN,allagate,SC3
SR3b_14,94,376,"La forte tempesta tropicale aveva colpito l'isola. Gli argini rimasero ben compatti e stabili. Tuttavia, le strade sono rimaste allagate per giorni.",22,PLAUS_CONN,allagate,SC4
SR1b_17,97,385,Clara stava guidando troppo velocemente nella bufera di neve. Ha perso il controllo del mezzo. L'auto all'improvviso si è schiantata contro l'albero.,22,PLAUS_NOCONN,schiantata,SC1
SR2b_17,97,386,Clara stava guidando piano nella bufera di neve. Era concentrata per mantenere il controllo del mezzo. L'auto si è schiantata contro l'albero.,22,IMPLAUS_NOCONN,schiantata,SC2
SR3b_17,97,387,"Clara stava guidando troppo velocemente nella bufera di neve. Ha perso il controllo del mezzo. Tuttavia, l'auto si è schiantata contro l'albero.",22,IMPLAUS_CONN,schiantata,SC3
SR4b_17,97,388,"Clara stava guidando molto piano nella bufera di neve. Era concentrata per mantenere il controllo. Tuttavia, l'auto si è schiantata contro l'albero.",22,PLAUS_CONN,schiantata,SC4
SR4b_18,98,389,L'uomo è rimasto fuori tutta la notte senza cappotto. Si è beccato un terribile raffreddore. La mattina dopo aveva tosse e febbre.,22,PLAUS_NOCONN,tosse,SC1
SR1b_18,98,390,L'uomo è rimasto fuori tutta la notte. Aveva un maglione caldo e uno spesso piumino. La mattina dopo aveva tosse e febbre.,22,IMPLAUS_NOCONN,tosse,SC2
SR2b_18,98,391,L'uomo è rimasto fuori tutta la notte senza cappotto. Ha preso un terribile raffreddore. S la mattina dopo aveva tosse e febbre.,22,IMPLAUS_CONN,tosse,SC3
SR3b_18,98,392,"L'uomo è rimasto fuori tutta la notte. Aveva un maglione caldo e un piumino. Tuttavia, la mattina dopo aveva tosse e febbre.",22,PLAUS_CONN,tosse,SC4
SR3b_19,99,393,L'aereo era fermo sulla pista. Il volo ha continuato a subire ritardi per un'ora. I passeggeri infastiditi iniziarono a brontolare molto rumorosamente.,22,PLAUS_NOCONN,brontolare,SC1
SR4b_19,99,394,L'aereo iniziava a muoversi sulla pista dell'aeroporto. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare molto rumorosamente.,22,IMPLAUS_NOCONN,brontolare,SC2
SR1b_19,99,395,"L'aereo era fermo sulla pista. Il volo ha continuato a subire ritardi per un'ora. Tuttavia, i passeggeri iniziarono a brontolare molto rumorosamente.",22,IMPLAUS_CONN,brontolare,SC3
SR2b_19,99,396,"L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. Tuttavia, i passeggeri iniziarono a brontolare molto rumorosamente.",22,PLAUS_CONN,brontolare,SC4
SR2b_20,100,397,L'anziana donna stava scendendo i gradini innevati e ricoperti di ghiaccio. Cadde e si ruppe l'anca. Dovette rimanere in ospedale per settimane.,22,PLAUS_NOCONN,ospedale,SC1
SR3b_20,100,398,L'anziana donna stava scendendo i gradini innevati e ricoperti di ghiaccio. Arrivò fino in fondo senza cadere. Rimase in ospedale per settimane.,22,IMPLAUS_NOCONN,ospedale,SC2
SR4b_20,100,399,"L'anziana donna stava scendendo i gradini innevati e ricoperti di ghiaccio. Cadde e si ruppe l'anca. Tuttavia, rimase in ospedale per settimane.",22,IMPLAUS_CONN,ospedale,SC3
SR1b_20,100,400,"L'anziana donna stava scendendo lentamente i gradini innevati. Giunse in fondo alla scala senza cadere. Tuttavia, dovette rimanere in ospedale per settimane.",22,PLAUS_CONN,ospedale,SC4
SR1b_21,101,401,Il sensitivo afferma di vedere il futuro. È stato utile a molte persone. Tutti i suoi clienti sono rimasti soddisfatti dal servizio.,22,PLAUS_NOCONN,soddisfatti,SC1
SR2b_21,101,402,Il sensitivo afferma di vedere il futuro. In molti dicono che si tratti di una truffa. I clienti sono soddisfatti del servizio.,22,IMPLAUS_NOCONN,soddisfatti,SC2
SR3b_21,101,403,"Il sensitivo afferma di vedere il futuro. È stato utile a molte persone. Tuttavia, tutti i clienti sono rimasti soddisfatti dal servizio.",22,IMPLAUS_CONN,soddisfatti,SC3
